,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
4129,F33545,629.0,E,2.0,2020-11-27 11:19:51.317,2020-11-27,2020-11-27 00:00:00,2020-11-27,,2810.9436000000005,0.0,0
4136,F33552,455.0,E,6.0,2020-11-27 13:59:30.247,2020-11-27,2020-11-27 00:00:00,2020-11-27,,781.5400000000001,0.0,0
4156,F33572,112.0,E,1.0,2020-11-30 16:30:08.070,2020-11-30,2020-11-30 00:00:00,2020-11-30,,1724.1379000000002,0.0,0
4175,F33591,1016.0,E,3.0,2020-12-01 12:10:49.257,2020-12-01,2020-12-01 00:00:00,2020-12-01,,3740.0000000000005,0.0,0
4179,F33595,359.0,E,2.0,2020-12-01 13:24:39.367,2020-12-01,2020-12-01 00:00:00,2020-12-16,,165.0,0.0,0
4182,F33598,1284.0,E,2.0,2020-12-01 16:18:01.610,2020-12-01,2020-12-01 00:00:00,2020-12-31,,1550.43,0.0,0
4200,F33616,644.0,E,4.0,2020-12-03 08:59:08.600,2020-12-03,2020-12-10 00:00:00,2021-02-01,,11891.000000000002,0.0,0
4202,F33618,1284.0,E,2.0,2020-12-03 10:27:48.473,2020-12-03,2020-12-03 00:00:00,2021-01-02,,4750.000000000001,0.0,0
4211,F33627,357.0,E,2.0,2020-12-03 15:50:06.967,2020-12-03,2020-12-03 00:00:00,2020-12-18,,780.4000000000001,0.0,0
4226,F33642,644.0,E,4.0,2020-12-04 15:49:13.583,2020-12-04,2020-12-10 00:00:00,2021-02-02,,71346.0,0.0,0
4232,F33648,253.0,E,3.0,2020-12-07 11:19:04.107,2020-12-07,2020-12-09 00:00:00,2021-01-21,,4000.0000000000005,0.0,0
4237,F33653,169.0,E,2.0,2020-12-07 13:58:27.713,2020-12-07,2020-12-07 00:00:00,2020-12-07,,261.16400000000004,0.0,0
4238,F33654,1586.0,E,4.0,2020-12-07 14:32:30.767,2020-12-07,2020-11-25 00:00:00,2020-12-07,,11138.1,0.0,0
4246,F33662,1965.0,E,2.0,2020-12-08 09:47:08.903,2020-12-08,2020-11-25 00:00:00,2021-01-07,,2098.5,0.0,0
4255,F33671,757.0,E,2.0,2020-12-09 10:37:52.667,2020-12-09,2020-12-09 00:00:00,2020-12-09,,157.74,0.0,0
4265,F33681,664.0,E,6.0,2020-12-09 13:49:34.283,2020-12-09,2020-12-10 00:00:00,2020-12-24,,2220.0,0.0,0
4266,F33682,1508.0,E,6.0,2020-12-09 13:56:47.460,2020-12-09,2020-12-11 00:00:00,2020-12-09,,4325.8,0.0,0
4272,F33688,1020.0,E,2.0,2020-12-09 16:47:14.777,2020-12-09,2020-12-09 00:00:00,2021-01-08,,2925.0,0.0,0
4283,F33699,269.0,E,3.0,2020-12-11 08:14:02.680,2020-12-11,2020-11-30 00:00:00,2021-01-10,,1450.0,0.0,0
4285,F33701,537.0,E,2.0,2020-12-11 08:47:24.517,2020-12-11,2020-12-09 00:00:00,2021-01-10,,20443.3944,0.0,0
4286,F33702,644.0,E,4.0,2020-12-11 08:58:29.903,2020-12-11,2020-12-21 00:00:00,2021-02-09,,71346.0,0.0,0
4296,F33712,361.0,E,2.0,2020-12-14 10:53:02.583,2020-12-14,2020-12-14 00:00:00,2020-12-14,,240.00000000000003,0.0,0
4298,F33714,771.0,E,1.0,2020-12-14 12:04:42.000,2020-12-14,2020-12-14 00:00:00,2020-12-14,,390.0,0.0,0
4302,F33718,1586.0,E,2.0,2020-12-14 14:14:59.883,2020-12-14,2020-12-17 00:00:00,2020-12-14,,1724.0,0.0,0
4335,F33751,1453.0,E,2.0,2020-12-16 17:43:06.760,2020-12-16,2020-12-16 00:00:00,2021-01-15,,1305.0,0.0,0
4346,F33762,644.0,E,4.0,2020-12-18 09:49:33.437,2020-12-18,2020-12-15 00:00:00,2021-02-16,,10960.0,0.0,0
4349,F33765,1852.0,E,2.0,2020-12-18 12:57:25.440,2020-12-18,2020-12-18 00:00:00,2021-01-17,,3630.0000000000005,0.0,0
4351,F33767,1016.0,E,3.0,2020-12-18 14:26:25.770,2020-12-18,2020-12-11 00:00:00,2021-01-17,,1738.0000000000002,0.0,0
4352,F33768,1016.0,E,4.0,2020-12-18 14:27:34.763,2020-12-18,2020-12-15 00:00:00,2021-01-17,,1738.0000000000002,0.0,0
4359,F33775,1284.0,E,2.0,2020-12-21 10:03:11.033,2020-12-21,2020-12-15 00:00:00,2021-01-20,,6626.400000000001,0.0,0
4361,F33777,169.0,E,4.0,2020-12-21 11:33:17.557,2020-12-21,2020-12-09 00:00:00,2020-12-21,,600.0,0.0,0
4363,F33779,1339.0,E,5.0,2020-12-21 12:58:19.663,2020-12-21,2020-12-16 00:00:00,2021-01-20,,6284.000000000001,0.0,0
4364,F33780,193.0,E,2.0,2020-12-21 16:03:37.823,2020-12-21,2020-12-21 00:00:00,2020-12-21,,651.5,0.0,0
4367,F33783,1753.0,E,2.0,2020-12-22 09:45:50.227,2020-12-22,2020-12-22 00:00:00,2021-01-21,,2112.0,0.0,0
4376,F33792,1802.0,E,4.0,2020-12-30 14:11:35.693,2020-12-30,2020-12-30 00:00:00,2020-12-30,,24137.931,0.0,0
4388,F33804,1586.0,C,4.0,2021-01-05 08:38:54.680,2021-01-05,2020-12-09 00:00:00,2021-01-05,2021-01-07,3712.7000000000003,0.0,0
4394,F33810,473.0,E,2.0,2021-01-05 09:43:02.290,2021-01-05,2021-01-05 00:00:00,2021-01-05,,629.9000000000001,0.0,0
4400,F33816,1583.0,E,6.0,2021-01-05 11:10:03.217,2021-01-05,2020-12-16 00:00:00,2021-02-04,,8586.0,0.0,0
4401,F33817,466.0,E,4.0,2021-01-05 11:12:27.460,2021-01-05,2020-12-17 00:00:00,2021-01-05,,3527.6000000000004,0.0,0
4402,F33818,1508.0,E,6.0,2021-01-05 11:50:47.703,2021-01-05,2021-01-05 00:00:00,2021-01-05,,4325.8,0.0,0
4411,F33827,1965.0,E,2.0,2021-01-06 11:35:44.893,2021-01-06,2021-01-06 00:00:00,2021-02-05,,1130.0,169.50000000000006,0
4422,F33838,1753.0,E,2.0,2021-01-07 11:41:36.107,2021-01-07,2021-01-07 00:00:00,2021-02-06,,2112.0,0.0,0
4429,F33845,989.0,E,2.0,2021-01-07 14:29:42.353,2021-01-07,2021-01-07 00:00:00,2021-01-22,,2766.0,0.0,0
4430,F33846,989.0,E,2.0,2021-01-07 14:31:16.080,2021-01-07,2021-01-07 00:00:00,2021-01-22,,1383.0,0.0,0
4437,F33853,269.0,E,6.0,2021-01-08 12:36:45.510,2021-01-08,2020-12-22 00:00:00,2021-02-07,,6800.000000000001,0.0,0
4440,F33856,269.0,E,4.0,2021-01-08 15:08:31.320,2021-01-08,2021-01-05 00:00:00,2021-02-07,,7500.000000000001,0.0,0
4444,F33860,1965.0,E,2.0,2021-01-11 10:24:14.370,2021-01-11,2021-01-11 00:00:00,2021-02-10,,1130.0,169.50000000000006,0
4464,F33880,1485.0,E,2.0,2021-01-12 15:48:05.073,2021-01-12,2021-01-12 00:00:00,2021-01-12,,1111.228,0.0,0
4466,F33882,644.0,E,4.0,2021-01-12 16:54:17.787,2021-01-12,2021-01-08 00:00:00,2021-03-13,,35673.0,0.0,0
4469,F33885,161.0,E,4.0,2021-01-13 09:34:19.913,2021-01-13,2021-01-12 00:00:00,2021-01-13,,1500.0000000000002,0.0,0
4476,F33892,193.0,E,2.0,2021-01-13 13:46:55.747,2021-01-13,2021-01-04 00:00:00,2021-01-13,,651.5,0.0,0
4487,F33903,1852.0,E,2.0,2021-01-15 09:14:28.027,2021-01-15,2021-01-15 00:00:00,2021-02-14,,4543.4400000000005,0.0,0
4488,F33904,644.0,E,4.0,2021-01-15 09:56:52.107,2021-01-15,2021-01-08 00:00:00,2021-03-16,,35673.0,0.0,0
4497,F33913,169.0,E,2.0,2021-01-18 09:35:45.483,2021-01-18,2021-01-18 00:00:00,2021-01-18,,68.96000000000001,0.0,0
4506,F33922,1965.0,E,2.0,2021-01-18 14:24:13.593,2021-01-18,2021-01-18 00:00:00,2021-02-17,,1781.2500000000002,267.19,0
4522,F33938,1150.0,E,4.0,2021-01-19 16:31:39.290,2021-01-19,2021-01-11 00:00:00,2021-01-19,,1720.0000000000002,0.0,0
4530,F33946,1965.0,E,2.0,2021-01-20 11:55:45.830,2021-01-20,2021-01-20 00:00:00,2021-02-19,,600.0,90.00000000000003,0
4533,F33949,417.0,C,2.0,2021-01-21 08:07:21.993,2021-01-21,2021-01-15 00:00:00,2021-02-05,2021-01-22,6300.0,0.0,0
4534,F33950,417.0,E,2.0,2021-01-21 08:09:27.810,2021-01-21,2021-01-21 00:00:00,2021-02-05,,6943.950000000001,0.0,0
4536,F33952,1158.0,E,2.0,2021-01-21 11:39:37.300,2021-01-21,2021-01-21 00:00:00,2021-01-21,,630.0,0.0,0
4538,F33954,361.0,E,2.0,2021-01-21 13:19:24.990,2021-01-21,2021-01-21 00:00:00,2021-01-21,,480.00000000000006,0.0,0
4549,F33965,417.0,E,2.0,2021-01-22 12:26:34.347,2021-01-22,2021-01-15 00:00:00,2021-02-06,,6300.0,0.0,0
4553,F33969,255.0,E,4.0,2021-01-22 16:53:31.733,2021-01-22,2021-01-22 00:00:00,2021-01-22,,2845.0,0.0,0
4560,F33976,1965.0,E,2.0,2021-01-25 12:08:20.157,2021-01-25,2021-01-25 00:00:00,2021-02-24,,796.0000000000001,119.40000000000002,0
4568,F33984,169.0,E,2.0,2021-01-26 09:03:13.873,2021-01-26,2021-01-26 00:00:00,2021-01-26,,686.0,0.0,0
4569,F33985,161.0,E,6.0,2021-01-26 10:27:55.270,2021-01-26,2021-01-21 00:00:00,2021-01-26,,3355.5,0.0,0
4574,F33990,972.0,E,6.0,2021-01-26 11:42:42.923,2021-01-26,2021-01-26 00:00:00,2021-01-26,,7800.000000000001,0.0,0
4576,F33992,209.0,E,2.0,2021-01-26 16:24:48.467,2021-01-26,2021-01-26 00:00:00,2021-01-26,,150.6,0.0,0
4591,F34007,466.0,E,4.0,2021-01-27 15:11:34.817,2021-01-27,2021-01-18 00:00:00,2021-01-27,,5465.200000000001,0.0,0
4594,F34010,629.0,E,2.0,2021-01-27 16:04:33.663,2021-01-27,2021-01-19 00:00:00,2021-01-27,,825.0000000000001,0.0,0
4624,F34040,466.0,E,4.0,2021-01-29 10:17:24.057,2021-01-29,2021-01-26 00:00:00,2021-01-29,,5880.0,0.0,0
4625,F34041,466.0,E,4.0,2021-01-29 10:20:05.240,2021-01-29,2021-01-26 00:00:00,2021-01-29,,10067.900000000001,0.0,0
4628,F34044,209.0,E,2.0,2021-01-29 10:54:07.300,2021-01-29,2021-01-29 00:00:00,2021-01-29,,157.325,0.0,0
4653,F34069,640.0,E,5.0,2021-01-29 15:53:12.917,2021-01-29,2021-01-29 00:00:00,2021-01-29,,6284.000000000001,0.0,0
4656,F34072,1053.0,E,5.0,2021-01-29 16:03:59.460,2021-01-29,2021-01-27 00:00:00,2021-04-29,,17372.82,0.0,0
4664,F34080,457.0,E,2.0,2021-02-02 13:38:09.250,2021-02-02,2021-02-02 00:00:00,2021-03-04,,336.204,0.0,0
4676,F34092,169.0,E,2.0,2021-02-03 10:28:07.640,2021-02-03,2021-02-03 00:00:00,2021-02-03,,383.3492,0.0,0
4677,F34093,466.0,E,4.0,2021-02-03 11:35:11.073,2021-02-03,2021-01-28 00:00:00,2021-02-03,,1825.0,0.0,0
4687,F34103,1289.0,E,5.0,2021-02-04 10:51:50.633,2021-02-04,2021-01-29 00:00:00,2021-03-06,,4692.650000000001,0.0,0
4692,F34108,1757.0,E,2.0,2021-02-04 13:36:33.747,2021-02-04,2020-12-02 00:00:00,2021-02-04,,3878.7000000000003,0.0,0
4693,F34109,203.0,E,2.0,2021-02-04 14:02:16.937,2021-02-04,2021-02-04 00:00:00,2021-02-04,,1000.0000000000001,0.0,0
4704,F34120,142.0,E,6.0,2021-02-05 09:43:17.323,2021-02-05,2021-02-05 00:00:00,2021-02-05,,5424.2880000000005,0.0,0
4717,F34133,1965.0,E,2.0,2021-02-08 11:20:29.187,2021-02-08,2021-02-08 00:00:00,2021-03-10,,1783.0,267.45000000000005,0
4725,F34141,417.0,E,2.0,2021-02-10 08:51:26.003,2021-02-10,2021-02-03 00:00:00,2021-02-25,,2936.0000000000005,0.0,0
4729,F34145,169.0,E,2.0,2021-02-10 09:20:45.217,2021-02-10,2021-02-10 00:00:00,2021-02-10,,288.0,0.0,0
4739,F34155,175.0,E,2.0,2021-02-10 10:45:17.837,2021-02-10,2021-02-10 00:00:00,2021-02-10,,3690.0000000000005,0.0,0
4740,F34156,1965.0,E,2.0,2021-02-10 11:02:00.023,2021-02-10,2021-02-01 00:00:00,2021-03-12,,9594.5,1439.18,0
4752,F34168,644.0,E,4.0,2021-02-10 16:29:15.753,2021-02-10,2021-02-09 00:00:00,2021-04-11,,19489.800000000003,0.0,0
4755,F34171,1053.0,E,4.0,2021-02-11 12:22:36.750,2021-02-11,2021-02-09 00:00:00,2021-05-12,,13065.0,0.0,0
4756,F34172,1020.0,E,2.0,2021-02-11 12:25:48.143,2021-02-11,2021-02-11 00:00:00,2021-03-13,,694.575,0.0,0
4761,F34177,1020.0,E,2.0,2021-02-11 15:31:28.293,2021-02-11,2021-02-12 00:00:00,2021-03-13,,713.5000000000001,0.0,0
4765,F34181,1965.0,E,2.0,2021-02-12 11:24:26.907,2021-02-12,2021-02-12 00:00:00,2021-03-14,,14286.09,2142.91,0
4772,F34188,644.0,E,4.0,2021-02-12 14:04:15.870,2021-02-12,2021-02-09 00:00:00,2021-04-13,,19489.800000000003,0.0,0
4776,F34192,209.0,E,2.0,2021-02-12 14:31:59.213,2021-02-12,2021-02-12 00:00:00,2021-02-12,,738.44,0.0,0
4784,F34200,1965.0,E,2.0,2021-02-15 14:00:58.420,2021-02-15,2021-02-15 00:00:00,2021-03-17,,3549.0000000000005,532.3500000000001,0
4800,F34216,856.0,E,2.0,2021-02-16 14:02:35.363,2021-02-16,2021-02-16 00:00:00,2021-02-16,,96.00000000000001,0.0,0
4814,F34230,908.0,E,2.0,2021-02-17 10:00:41.140,2021-02-17,2021-02-12 00:00:00,2021-03-04,,2651.2497000000003,0.0,0
4832,F34248,481.0,E,2.0,2021-02-18 12:57:19.367,2021-02-18,2021-02-18 00:00:00,2021-02-18,,1890.0000000000002,0.0,0
4835,F34251,972.0,E,6.0,2021-02-18 14:21:00.467,2021-02-18,2021-02-18 00:00:00,2021-02-18,,7800.000000000001,0.0,0
4844,F34260,1539.0,E,6.0,2021-02-18 17:29:29.970,2021-02-18,2021-02-18 00:00:00,2021-03-20,,15759.62,0.0,0
4845,F34261,1289.0,E,5.0,2021-02-19 08:38:56.607,2021-02-19,2021-02-18 00:00:00,2021-03-21,,3754.12,0.0,0
4847,F34263,1240.0,E,2.0,2021-02-19 10:53:20.770,2021-02-19,2021-02-19 00:00:00,2021-02-19,,360.00000000000006,0.0,0
4859,F34275,644.0,E,4.0,2021-02-19 16:22:54.720,2021-02-19,2021-02-22 00:00:00,2021-04-20,,38979.600000000006,0.0,0
4873,F34289,125.0,E,2.0,2021-02-22 17:18:51.767,2021-02-22,2021-02-22 00:00:00,2021-02-22,,600.0,0.0,0
4900,F34316,687.0,E,2.0,2021-02-24 09:33:47.173,2021-02-24,2021-02-24 00:00:00,2021-03-26,,1468.0000000000002,0.0,0
4904,F34320,161.0,E,4.0,2021-02-24 09:50:41.747,2021-02-24,2021-02-18 00:00:00,2021-03-26,,1054.0,0.0,0
4906,F34322,1429.0,E,6.0,2021-02-24 10:02:19.637,2021-02-24,2021-02-19 00:00:00,2021-04-25,,23625.0,0.0,0
4912,F34328,473.0,E,2.0,2021-02-24 13:21:33.563,2021-02-24,2021-02-24 00:00:00,2021-02-24,,945.0,0.0,0
4919,F34335,466.0,E,4.0,2021-02-25 09:27:08.327,2021-02-25,2021-02-17 00:00:00,2021-04-26,,5962.0,0.0,0
4933,F34349,480.0,E,2.0,2021-02-25 14:28:44.067,2021-02-25,2021-02-25 00:00:00,2021-02-25,,270.0,0.0,0
4936,F34352,537.0,E,2.0,2021-02-25 16:50:32.890,2021-02-25,2021-02-25 00:00:00,2021-03-27,,20443.3944,0.0,0
4939,F34355,1429.0,E,6.0,2021-02-26 08:50:44.777,2021-02-26,2021-02-25 00:00:00,2021-04-27,,9500.0,0.0,0
4943,F34359,644.0,E,4.0,2021-02-26 10:59:39.397,2021-02-26,2021-02-22 00:00:00,2021-04-27,,19489.800000000003,0.0,0
4962,F34378,1284.0,E,2.0,2021-03-01 12:15:53.717,2021-03-01,2021-03-01 00:00:00,2021-03-31,,2380.0,0.0,0
4990,F34406,253.0,E,2.0,2021-03-03 09:04:43.927,2021-03-03,2021-03-08 00:00:00,2021-04-17,,2913.0000000000005,0.0,0
4999,F34415,1965.0,E,2.0,2021-03-03 11:45:30.353,2021-03-03,2021-02-24 00:00:00,2021-04-02,,11321.500000000002,1698.23,0
5006,F34422,466.0,E,4.0,2021-03-04 10:49:05.723,2021-03-04,2021-02-26 00:00:00,2021-05-03,,5880.000000000001,0.0,0
5031,F34447,1761.0,E,2.0,2021-03-08 11:50:14.200,2021-03-08,2021-03-08 00:00:00,2021-03-08,,710.95,0.0,0
5033,F34449,453.0,E,2.0,2021-03-08 12:25:43.033,2021-03-08,2021-03-04 00:00:00,2021-03-23,,7316.400000000001,0.0,0
5038,F34454,357.0,E,2.0,2021-03-08 14:18:20.947,2021-03-08,2021-03-08 00:00:00,2021-03-23,,4219.146000000001,0.0,0
5043,F34459,646.0,E,6.0,2021-03-08 17:21:28.260,2021-03-08,2021-03-05 00:00:00,2021-03-08,,23372.0,0.0,0
5048,F34464,778.0,E,2.0,2021-03-09 10:38:12.077,2021-03-09,2021-03-09 00:00:00,2021-03-09,,572.73,0.0,0
5086,F34502,1016.0,E,3.0,2021-03-11 14:24:20.123,2021-03-11,2021-03-11 00:00:00,2021-03-11,,3740.0000000000005,0.0,0
5109,F34525,1453.0,E,5.0,2021-03-16 12:24:01.117,2021-03-16,2021-03-12 00:00:00,2021-04-15,,9300.0,0.0,0
5124,F34540,1539.0,E,2.0,2021-03-17 12:07:49.087,2021-03-17,2021-03-10 00:00:00,2021-04-16,,3184.0,0.0,0
5134,F34550,417.0,E,2.0,2021-03-18 10:31:49.967,2021-03-18,2021-03-18 00:00:00,2021-04-02,,8400.0,0.0,0
5139,F34555,484.0,E,2.0,2021-03-18 13:41:21.043,2021-03-18,2021-03-18 00:00:00,2021-04-02,,91.06360000000001,0.0,0
5153,F34569,644.0,E,4.0,2021-03-19 15:00:57.283,2021-03-19,2021-03-19 00:00:00,2021-03-19,,38979.600000000006,0.0,0
5160,F34576,466.0,E,4.0,2021-03-22 12:05:18.667,2021-03-22,2021-03-10 00:00:00,2021-05-21,,3893.5,0.0,0
5162,F34578,417.0,E,2.0,2021-03-22 12:52:12.167,2021-03-22,2021-03-22 00:00:00,2021-04-06,,390.00000000000006,0.0,0
5165,F34581,1539.0,E,2.0,2021-03-22 13:34:27.487,2021-03-22,2021-03-17 00:00:00,2021-04-21,,25126.64,0.0,0
5167,F34583,1831.0,E,2.0,2021-03-22 15:44:10.757,2021-03-22,2021-03-22 00:00:00,2021-05-06,,2241.0,0.0,0
5171,F34587,466.0,E,4.0,2021-03-22 17:53:47.247,2021-03-22,2021-03-12 00:00:00,2021-05-21,,6700.0,0.0,0
5178,F34594,989.0,E,2.0,2021-03-23 11:50:29.007,2021-03-23,2021-03-23 00:00:00,2021-04-07,,2766.0,0.0,0
5183,F34599,1020.0,E,2.0,2021-03-23 13:04:51.470,2021-03-23,2021-03-16 00:00:00,2021-04-22,,4800.0,0.0,0
5187,F34603,1284.0,E,2.0,2021-03-23 13:43:15.307,2021-03-23,2021-03-23 00:00:00,2021-04-22,,682.5,0.0,0
5192,F34608,466.0,E,4.0,2021-03-24 11:09:51.927,2021-03-24,2021-03-16 00:00:00,2021-05-23,,6227.1,0.0,0
5193,F34609,644.0,E,4.0,2021-03-24 11:16:48.157,2021-03-24,2021-03-18 00:00:00,2021-05-23,,14875.000000000002,0.0,0
5194,F34610,1284.0,E,2.0,2021-03-24 11:40:31.763,2021-03-24,2021-03-24 00:00:00,2021-04-23,,775.21,0.0,0
5195,F34611,1757.0,E,2.0,2021-03-24 11:46:11.550,2021-03-24,2021-02-17 00:00:00,2021-03-24,,710.0000000000001,0.0,0
5196,F34612,466.0,E,4.0,2021-03-24 12:45:38.397,2021-03-24,2021-03-23 00:00:00,2021-05-23,,2940.0000000000005,0.0,0
5210,F34626,1289.0,E,5.0,2021-03-25 13:12:17.817,2021-03-25,2021-03-19 00:00:00,2021-04-24,,3754.1200000000003,0.0,0
5217,F34633,1852.0,E,2.0,2021-03-26 12:00:32.920,2021-03-26,2021-03-26 00:00:00,2021-04-25,,4543.4400000000005,0.0,0
5221,F34637,342.0,E,2.0,2021-03-26 13:02:02.153,2021-03-26,2021-03-26 00:00:00,2021-03-26,,1281.3600000000001,0.0,0
5225,F34641,778.0,E,2.0,2021-03-26 17:11:05.760,2021-03-26,2021-03-26 00:00:00,2021-03-26,,1875.0000000000002,0.0,0
5228,F34644,644.0,E,4.0,2021-03-29 09:21:15.817,2021-03-29,2021-03-25 00:00:00,2021-05-28,,2600.0,0.0,0
5229,F34645,466.0,E,4.0,2021-03-29 10:55:08.467,2021-03-29,2021-03-25 00:00:00,2021-05-28,,2068.5,0.0,0
5233,F34649,644.0,E,4.0,2021-03-29 12:00:33.893,2021-03-29,2021-03-29 00:00:00,2021-05-28,,4070.0000000000005,0.0,0
5234,F34650,644.0,E,4.0,2021-03-29 12:07:59.763,2021-03-29,2021-03-30 00:00:00,2021-05-28,,19489.800000000003,0.0,0
5237,F34653,466.0,E,4.0,2021-03-29 15:14:06.840,2021-03-29,2021-03-23 00:00:00,2021-05-28,,1825.0000000000002,0.0,0
5239,F34655,644.0,E,4.0,2021-03-30 10:32:31.907,2021-03-30,2021-03-29 00:00:00,2021-05-29,,13050.0,0.0,0
5244,F34660,537.0,E,2.0,2021-03-30 15:01:19.543,2021-03-30,2021-03-30 00:00:00,2021-04-29,,2880.0,0.0,0
5263,F34679,169.0,E,2.0,2021-03-31 14:08:08.570,2021-03-31,2021-04-06 00:00:00,2021-03-31,,2649.9990000000003,0.0,0
5268,F34684,644.0,E,4.0,2021-03-31 15:24:13.417,2021-03-31,2021-03-30 00:00:00,2021-05-30,,38979.600000000006,0.0,0
5285,F34701,537.0,E,2.0,2021-04-06 11:09:12.617,2021-04-06,2021-04-06 00:00:00,2021-05-06,,20443.3944,0.0,0
5299,F34715,466.0,E,4.0,2021-04-07 10:14:36.053,2021-04-07,2021-03-24 00:00:00,2021-06-06,,17160.0,0.0,0
5300,F34716,466.0,E,4.0,2021-04-07 10:35:42.940,2021-04-07,2021-03-25 00:00:00,2021-06-06,,5880.000000000001,0.0,0
5302,F34718,856.0,E,2.0,2021-04-07 14:36:29.730,2021-04-07,2021-04-07 00:00:00,2021-04-07,,262.62,0.0,0
5307,F34723,1852.0,E,2.0,2021-04-08 11:50:08.730,2021-04-08,2021-04-08 00:00:00,2021-05-08,,4543.4400000000005,0.0,0
5323,F34739,473.0,E,2.0,2021-04-09 12:23:34.120,2021-04-09,2021-04-09 00:00:00,2021-04-09,,472.00300000000004,0.0,0
5334,F34750,473.0,E,2.0,2021-04-09 17:06:43.270,2021-04-09,2021-04-09 00:00:00,2021-04-09,,260.6,0.0,0
5347,F34763,1289.0,E,5.0,2021-04-13 10:20:09.367,2021-04-13,2021-03-26 00:00:00,2021-05-13,,3640.0000000000005,0.0,0
5348,F34764,1339.0,C,5.0,2021-04-13 10:56:15.173,2021-04-13,2021-03-29 00:00:00,2021-05-13,2021-04-13,6284.0,0.0,0
5349,F34765,1339.0,C,5.0,2021-04-13 12:30:30.773,2021-04-13,2021-03-29 00:00:00,2021-05-13,2021-04-16,6284.000000000001,0.0,0
5352,F34768,161.0,E,4.0,2021-04-13 12:59:54.177,2021-04-13,2021-04-09 00:00:00,2021-05-13,,1230.0,0.0,0
5369,F34785,644.0,E,1.0,2021-04-15 08:43:07.227,2021-04-15,2021-04-15 00:00:00,2021-06-14,,58469.4,0.0,0
5379,F34795,466.0,E,1.0,2021-04-15 12:23:48.480,2021-04-15,2021-04-15 00:00:00,2021-06-14,,3920.0000000000005,0.0,0
5382,F34798,1784.0,E,2.0,2021-04-15 13:51:03.180,2021-04-15,2021-04-14 00:00:00,2021-04-30,,6938.000000000001,0.0,0
5386,F34802,1053.0,E,1.0,2021-04-15 17:20:51.067,2021-04-15,2021-04-15 00:00:00,2021-07-14,,300.0,0.0,0
5392,F34808,1339.0,E,5.0,2021-04-16 12:45:28.963,2021-04-16,2021-03-29 00:00:00,2021-05-16,,6284.000000000001,0.0,0
5399,F34815,161.0,E,4.0,2021-04-19 15:05:04.743,2021-04-19,2021-04-19 00:00:00,2021-05-19,,1211.0725000000002,0.0,0
5407,F34823,664.0,E,6.0,2021-04-20 09:36:20.937,2021-04-20,2021-04-20 00:00:00,2021-05-05,,2220.0,0.0,0
5417,F34833,1240.0,E,2.0,2021-04-20 13:55:00.837,2021-04-20,2021-04-20 00:00:00,2021-04-20,,180.00000000000003,0.0,0
5418,F34834,856.0,E,2.0,2021-04-20 14:08:42.530,2021-04-20,2021-04-20 00:00:00,2021-04-20,,228.00000000000003,0.0,0
5427,F34843,778.0,E,2.0,2021-04-21 09:33:27.600,2021-04-21,2021-04-21 00:00:00,2021-04-21,,4431.825000000001,0.0,0
5447,F34863,1401.0,E,3.0,2021-04-22 14:52:36.507,2021-04-22,2021-04-21 00:00:00,2021-04-22,,4170.6,0.0,0
5454,F34870,1965.0,C,2.0,2021-04-23 09:30:52.877,2021-04-23,2021-04-23 00:00:00,2021-05-23,2021-04-26,2563.75,303.56,0
5456,F34872,1965.0,C,2.0,2021-04-23 09:36:28.683,2021-04-23,2021-04-23 00:00:00,2021-05-23,2021-04-26,1888.75,202.31,0
5459,F34875,377.0,E,2.0,2021-04-23 12:52:38.003,2021-04-23,2021-04-23 00:00:00,2021-05-08,,5110.8486,0.0,0
5460,F34876,466.0,E,1.0,2021-04-23 13:21:08.753,2021-04-23,2021-04-22 00:00:00,2021-06-22,,2940.0000000000005,0.0,0
5465,F34881,466.0,E,1.0,2021-04-23 17:07:43.570,2021-04-23,2021-04-23 00:00:00,2021-06-22,,1190.0,0.0,0
5476,F34892,1965.0,E,2.0,2021-04-26 14:25:12.917,2021-04-26,2021-04-26 00:00:00,2021-05-26,,1888.75,283.31,0
5482,F34898,417.0,E,2.0,2021-04-27 09:49:02.267,2021-04-27,2021-04-22 00:00:00,2021-05-12,,1468.0000000000002,0.0,0
5483,F34899,466.0,E,1.0,2021-04-27 10:00:11.403,2021-04-27,2021-04-22 00:00:00,2021-06-26,,980.0000000000001,0.0,0
5484,F34900,1339.0,E,5.0,2021-04-27 10:43:36.567,2021-04-27,2021-04-21 00:00:00,2021-05-27,,8031.000000000001,0.0,0
5491,F34907,1390.0,E,5.0,2021-04-28 09:10:34.847,2021-04-28,2021-04-26 00:00:00,2021-04-28,,4431.0,0.0,0
5540,F34956,1401.0,E,3.0,2021-05-04 09:45:29.113,2021-05-04,2021-05-03 00:00:00,2021-05-04,,140.0,0.0,0
5541,F34957,1289.0,E,5.0,2021-05-04 09:51:58.370,2021-05-04,2021-04-21 00:00:00,2021-06-03,,5973.000000000001,0.0,0
5542,F34958,1339.0,E,5.0,2021-05-04 09:57:56.260,2021-05-04,2021-04-21 00:00:00,2021-06-03,,24842.500000000004,0.0,0
